Time (ms),Name,Value
4,"Right speed","4851.42822265625"
16,"Target RPM","4824.6"
16,"D_index","0.0"
16,"Left speed","4851.427734375"
16,"I_index","0.0"
16,"D","3.0E-5"
16,"P_index","0.0"
16,"I","1.0E-4"
16,"PID output","0.8391203847991945"
16,"P","1.0E-4"
16,"PID at Target","false"
16,"indexer rpm","0.0"
16,"Target Index RPM","0.0"
44695,"Left speed","160.0"
44695,"Right speed","154.2857208251953"
44695,"PID output","1.4033151582366943"
44695,"indexer rpm","2.0"
44795,"Left speed","971.4285888671875"
44795,"Right speed","942.857177734375"
44795,"PID output","1.3853171411132812"
44795,"indexer rpm","0.0"
44895,"Left speed","2657.142822265625"
44896,"Right speed","2617.142822265625"
44896,"PID output","1.2167457177734375"
44901,"indexer rpm","-1.0"
44996,"Left speed","3445.71435546875"
44996,"Right speed","3434.28564453125"
44996,"PID output","1.1378885644531251"
44996,"indexer rpm","0.0"
45096,"Right speed","3794.28564453125"
45096,"Left speed","3800.0"
45096,"PID output","1.10246"
45195,"Left speed","4108.57177734375"
45196,"Right speed","4091.4287109375"
45196,"PID output","1.071602822265625"
45296,"Left speed","4440.00048828125"
45297,"Right speed","4440.00048828125"
45297,"PID output","1.038459951171875"
45397,"Left speed","4714.28662109375"
45397,"Right speed","4708.5712890625"
45397,"PID output","1.011031337890625"
45497,"Left speed","4817.1435546875"
45497,"Right speed","4817.142578125"
45497,"PID output","1.0007456445312501"
45597,"Right speed","4902.85693359375"
45597,"Left speed","4908.5712890625"
45597,"PID output","0.9907393226562499"
45697,"Left speed","4999.99951171875"
45697,"Right speed","4994.28662109375"
45697,"PID output","0.9786599378906247"
45797,"Left speed","5057.142578125"
45797,"Right speed","5057.14208984375"
45797,"PID output","0.9686376390625004"
45897,"Left speed","5114.28564453125"
45897,"Right speed","5120.0"
45897,"PID output","0.9575639085937507"
45997,"PID output","0.945484455468751"
45997,"Left speed","5171.4287109375"
45997,"Right speed","5171.4287109375"
46097,"Right speed","5222.8583984375"
46097,"PID output","0.9328336898437515"
46097,"Left speed","5222.8564453125"
46197,"Left speed","5257.142578125"
46197,"Right speed","5262.85791015625"
46197,"PID output","0.920937084375002"
46297,"Left speed","5268.5712890625"
46298,"Right speed","5274.28759765625"
46298,"PID output","0.9109604984375022"
46398,"Right speed","5262.857421875"
46398,"PID output","0.9015096898437523"
46398,"Left speed","5274.28515625"
46497,"PID output","0.8943902445312527"
46497,"Left speed","5257.142578125"
46497,"Right speed","5257.1435546875"
46598,"Right speed","5251.4287109375"
46598,"PID output","0.8863793460937532"
46598,"Left speed","5251.4287109375"
46699,"Left speed","5240.0"
46699,"Right speed","5240.00048828125"
46699,"PID output","0.8791684984375026"
46798,"Left speed","5217.1435546875"
46798,"Right speed","5217.142578125"
46798,"PID output","0.8735347054687523"
46897,"Left speed","5182.85693359375"
46897,"Right speed","5182.857421875"
46897,"PID output","0.8694325062500021"
46998,"PID output","0.864118808984377"
46998,"Left speed","5165.7138671875"
46998,"Right speed","5165.71435546875"
47099,"Right speed","5142.8564453125"
47099,"PID output","0.860450801171877"
47099,"Left speed","5137.142578125"
47198,"Left speed","5119.9990234375"
47198,"Right speed","5114.2861328125"
47198,"PID output","0.856120025781252"
47298,"Left speed","5097.1435546875"
47298,"PID output","0.8527947171875019"
47298,"Right speed","5102.8564453125"
47399,"Left speed","5062.8583984375"
47399,"Right speed","5068.5712890625"
47399,"PID output","0.8511152054687516"
47499,"PID output","0.8476300550781273"
47499,"Left speed","5051.4296875"
47499,"Right speed","5045.7138671875"
47599,"Right speed","5028.5712890625"
47599,"PID output","0.8456535980468775"
47599,"Left speed","5028.5712890625"
47698,"Left speed","5005.71533203125"
47698,"Right speed","5011.4287109375"
47698,"PID output","0.844134037500002"
47799,"Right speed","4994.287109375"
47799,"PID output","0.841791799218752"
47799,"Left speed","4994.2861328125"
47900,"Left speed","4971.4287109375"
47900,"Right speed","4971.4296875"
47900,"PID output","0.841003814843752"
47999,"PID output","0.840604299218752"
48000,"Left speed","4948.572265625"
48000,"Right speed","4954.287109375"
48100,"Right speed","4942.8583984375"
48100,"PID output","0.838764916406252"
48100,"Left speed","4942.857421875"
48201,"Left speed","4931.4287109375"
48201,"Right speed","4931.42919921875"
48202,"PID output","0.8377712152343769"
48300,"Left speed","4920.0"
48300,"Right speed","4920.0009765625"
48300,"PID output","0.8369832289062522"
48400,"Left speed","4902.85791015625"
48400,"Right speed","4902.8583984375"
48400,"PID output","0.8370179945312523"
48500,"PID output","0.8361157015625026"
48500,"Left speed","4897.1435546875"
48500,"Right speed","4891.42919921875"
48601,"Right speed","4880.0009765625"
48601,"PID output","0.8359905609375031"
48601,"Left speed","4885.71484375"
