Time (ms),Name,Value
2,"Right speed","4868.572265625"
3,"Target RPM","4824.6"
3,"D_index","0.0"
3,"Left speed","4874.28662109375"
3,"I_index","0.0"
3,"D","3.0E-5"
3,"P_index","0.0"
3,"I","1.0E-4"
3,"PID output","0.8227139453124901"
3,"P","1.0E-4"
3,"PID at Target","false"
3,"indexer rpm","0.0"
3,"Target Index RPM","0.0"
31326,"Left speed","131.42857360839844"
31326,"Left speed","131.42857360839844"
31326,"Left speed","131.42857360839844"
31326,"Right speed","102.85714721679688"
31326,"Right speed","102.85714721679688"
31326,"Right speed","102.85714721679688"
31326,"PID output","1.3921660776061915"
31326,"PID output","1.3921660776061915"
31326,"PID output","1.3921660776061915"
31326,"indexer rpm","2.0"
31326,"indexer rpm","2.0"
31332,"indexer rpm","2.0"
31427,"Right speed","811.4285888671875"
31427,"Right speed","811.4285888671875"
31427,"Right speed","811.4285888671875"
31427,"PID output","1.3938885644531251"
31427,"PID output","1.3938885644531251"
31427,"PID output","1.3938885644531251"
31427,"Left speed","1257.1429443359375"
31427,"Left speed","1257.1429443359375"
31427,"Left speed","1257.1429443359375"
31427,"indexer rpm","0.0"
31427,"indexer rpm","0.0"
31427,"indexer rpm","0.0"
31534,"Right speed","2445.71435546875"
31534,"Right speed","2445.71435546875"
31534,"Right speed","2445.71435546875"
31534,"PID output","1.2716028466796876"
31534,"PID output","1.2716028466796876"
31534,"PID output","1.2716028466796876"
31534,"Left speed","2531.428466796875"
31534,"Left speed","2531.428466796875"
31534,"Left speed","2531.428466796875"
31534,"indexer rpm","-1.0"
31534,"indexer rpm","-1.0"
31534,"indexer rpm","-1.0"
31628,"PID output","1.165888564453125"
31628,"PID output","1.165888564453125"
31628,"PID output","1.165888564453125"
31628,"Right speed","3337.142822265625"
31628,"Right speed","3337.142822265625"
31628,"Right speed","3337.142822265625"
31628,"Left speed","3377.14306640625"
31628,"Left speed","3377.14306640625"
31628,"Left speed","3377.14306640625"
31628,"indexer rpm","0.0"
31628,"indexer rpm","0.0"
31628,"indexer rpm","0.0"
31727,"PID output","1.1076028466796874"
31727,"PID output","1.1076028466796874"
31727,"PID output","1.1076028466796874"
31727,"Left speed","3748.571533203125"
31727,"Left speed","3748.571533203125"
31727,"Left speed","3748.571533203125"
31727,"Right speed","3817.14306640625"
31727,"Right speed","3817.14306640625"
31727,"Right speed","3817.14306640625"
31827,"Left speed","4022.857177734375"
31827,"Left speed","4022.857177734375"
31827,"Left speed","4022.857177734375"
31827,"PID output","1.0801742822265625"
31827,"PID output","1.0801742822265625"
31827,"PID output","1.0801742822265625"
31827,"Right speed","4102.857421875"
31827,"Right speed","4102.857421875"
31827,"Right speed","4102.857421875"
31928,"Left speed","4462.8564453125"
31929,"Left speed","4462.8564453125"
31929,"Left speed","4462.8564453125"
31929,"Right speed","4434.28662109375"
31929,"Right speed","4434.28662109375"
31929,"Right speed","4434.28662109375"
31929,"PID output","1.046460048828125"
31929,"PID output","1.046460048828125"
31929,"PID output","1.046460048828125"
32028,"PID output","1.021317275390625"
32028,"PID output","1.021317275390625"
32028,"PID output","1.021317275390625"
32029,"Right speed","4651.4287109375"
32029,"Right speed","4651.4287109375"
32029,"Right speed","4651.4287109375"
32029,"Left speed","4662.8564453125"
32029,"Left speed","4662.8564453125"
32029,"Left speed","4662.8564453125"
32127,"PID output","1.007602919921875"
32127,"PID output","1.007602919921875"
32127,"PID output","1.007602919921875"
32128,"Right speed","4771.4287109375"
32128,"Right speed","4771.4287109375"
32128,"Right speed","4771.4287109375"
32128,"Left speed","4777.1416015625"
32128,"Left speed","4777.1416015625"
32128,"Left speed","4777.1416015625"
32227,"PID output","0.9929654074218748"
32227,"PID output","0.9929654074218748"
32227,"PID output","0.9929654074218748"
32227,"Left speed","4891.42822265625"
32227,"Left speed","4891.42822265625"
32227,"Left speed","4891.42822265625"
32227,"Right speed","4925.71435546875"
32227,"Right speed","4925.71435546875"
32227,"Right speed","4925.71435546875"
32327,"PID output","0.9777088410156243"
32328,"PID output","0.9777088410156243"
32328,"PID output","0.9777088410156243"
32328,"Left speed","5017.142578125"
32328,"Left speed","5017.142578125"
32328,"Left speed","5017.142578125"
32328,"Right speed","5051.4287109375"
32328,"Right speed","5051.4287109375"
32328,"Right speed","5051.4287109375"
32428,"PID output","0.9611037101562494"
32428,"PID output","0.9611037101562494"
32428,"PID output","0.9611037101562494"
32428,"Left speed","5171.427734375"
